"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","25","login without email field @negative","api","Thu Jan 08 08:57:27 UTC 2026","failed","Thu Jan 08 08:57:27 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Validation - Missing Fields","tests/api/login/login.api.test.js","",""
"","23","login with invalid credentials @negative","api","Thu Jan 08 08:57:40 UTC 2026","failed","Thu Jan 08 08:57:40 UTC 2026","[API - LOGIN] :: Identity Service @regression > Credential Validation","tests/api/login/login.api.test.js","",""
"","288","login with an user with sql injection @negative","e2e","Thu Jan 08 08:58:05 UTC 2026","failed","Thu Jan 08 08:58:06 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Input Validation Errors @negative","tests/e2e/login/login.e2e.test.js","",""
"","219","login with an unicode @negative","e2e","Thu Jan 08 08:58:01 UTC 2026","failed","Thu Jan 08 08:58:01 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Input Validation Errors @negative","tests/e2e/login/login.e2e.test.js","",""
"","21","login with correct email but wrong password @negative","api","Thu Jan 08 08:57:40 UTC 2026","failed","Thu Jan 08 08:57:40 UTC 2026","[API - LOGIN] :: Identity Service @regression > Credential Validation","tests/api/login/login.api.test.js","",""
"","224","login with random invalid credentials @negative","e2e","Thu Jan 08 08:57:50 UTC 2026","failed","Thu Jan 08 08:57:50 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Invalid Credentials @negative","tests/e2e/login/login.e2e.test.js","",""
"","28","login with blank data @negative","api","Thu Jan 08 08:57:24 UTC 2026","failed","Thu Jan 08 08:57:24 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Validation - Missing Fields","tests/api/login/login.api.test.js","",""
"","28","login with SQL injection in email @negative","api","Thu Jan 08 08:57:43 UTC 2026","failed","Thu Jan 08 08:57:43 UTC 2026","[API - LOGIN] :: Identity Service @regression > Security Tests","tests/api/login/login.api.test.js","",""
"","229","login with a long password @negative","e2e","Thu Jan 08 08:57:57 UTC 2026","failed","Thu Jan 08 08:57:57 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Invalid Credentials @negative","tests/e2e/login/login.e2e.test.js","",""
"","23","login with SQL injection in password @negative","api","Thu Jan 08 08:57:45 UTC 2026","failed","Thu Jan 08 08:57:45 UTC 2026","[API - LOGIN] :: Identity Service @regression > Security Tests","tests/api/login/login.api.test.js","",""
"","25","get global auth token successfully @success","api","Thu Jan 08 08:57:21 UTC 2026","failed","Thu Jan 08 08:57:21 UTC 2026","[API - LOGIN] :: Identity Service @regression > Authentication","tests/api/login/login.api.test.js","",""
"","24","login with null values @negative","api","Thu Jan 08 08:57:32 UTC 2026","failed","Thu Jan 08 08:57:32 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Validation - Missing Fields","tests/api/login/login.api.test.js","",""
"","226","login with a wrong password @negative","e2e","Thu Jan 08 08:57:53 UTC 2026","failed","Thu Jan 08 08:57:54 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Invalid Credentials @negative","tests/e2e/login/login.e2e.test.js","",""
"","236","login successful @success","e2e","Thu Jan 08 08:57:50 UTC 2026","failed","Thu Jan 08 08:57:50 UTC 2026","[E2E - LOGIN] :: Employee Management @regression","tests/e2e/login/login.e2e.test.js","",""
"","229","login with an invalid email @negative","e2e","Thu Jan 08 08:58:01 UTC 2026","failed","Thu Jan 08 08:58:01 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Input Validation Errors @negative","tests/e2e/login/login.e2e.test.js","",""
"","22","login with special characters in email @negative","api","Thu Jan 08 08:57:32 UTC 2026","failed","Thu Jan 08 08:57:32 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Format Tests","tests/api/login/login.api.test.js","",""
"","26","login with empty data @negative","api","Thu Jan 08 08:57:27 UTC 2026","failed","Thu Jan 08 08:57:27 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Validation - Missing Fields","tests/api/login/login.api.test.js","",""
"","26","login with too short email @negative","api","Thu Jan 08 08:57:35 UTC 2026","failed","Thu Jan 08 08:57:35 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Format Tests","tests/api/login/login.api.test.js","",""
"","22","login with empty object @negative","api","Thu Jan 08 08:57:29 UTC 2026","failed","Thu Jan 08 08:57:29 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Validation - Missing Fields","tests/api/login/login.api.test.js","",""
"","231","login with a special chars @negative","e2e","Thu Jan 08 08:57:57 UTC 2026","failed","Thu Jan 08 08:57:57 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Invalid Credentials @negative","tests/e2e/login/login.e2e.test.js","",""
"","26","login with custom invalid data @negative","api","Thu Jan 08 08:57:43 UTC 2026","failed","Thu Jan 08 08:57:43 UTC 2026","[API - LOGIN] :: Identity Service @regression > Credential Validation","tests/api/login/login.api.test.js","",""
"","23","login with invalid email format @negative","api","Thu Jan 08 08:57:24 UTC 2026","failed","Thu Jan 08 08:57:24 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Validation - Missing Fields","tests/api/login/login.api.test.js","",""
"","21","login without password field @negative","api","Thu Jan 08 08:57:29 UTC 2026","failed","Thu Jan 08 08:57:29 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Validation - Missing Fields","tests/api/login/login.api.test.js","",""
"","22","login with very long password @negative","api","Thu Jan 08 08:57:45 UTC 2026","failed","Thu Jan 08 08:57:45 UTC 2026","[API - LOGIN] :: Identity Service @regression > Security Tests","tests/api/login/login.api.test.js","",""
"","223","login with a password injection @negative","e2e","Thu Jan 08 08:57:53 UTC 2026","failed","Thu Jan 08 08:57:54 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Invalid Credentials @negative","tests/e2e/login/login.e2e.test.js","",""
"","177","login with SQL injection in password @negative","e2e","Thu Jan 08 08:58:09 UTC 2026","failed","Thu Jan 08 08:58:09 UTC 2026","[E2E - LOGIN] :: Employee Management @regression","tests/e2e/login/login.e2e.test.js","",""
