"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","21","login with blank data @negative","api","Mon Feb 09 09:35:49 UTC 2026","failed","Mon Feb 09 09:35:49 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Validation - Missing Fields","tests/api/login/login.api.test.js","",""
"","21","login with unicode characters in email @negative","api","Mon Feb 09 09:36:00 UTC 2026","failed","Mon Feb 09 09:36:00 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Format Tests","tests/api/login/login.api.test.js","",""
"","24","login with custom invalid data @negative","api","Mon Feb 09 09:36:09 UTC 2026","failed","Mon Feb 09 09:36:09 UTC 2026","[API - LOGIN] :: Identity Service @regression > Credential Validation","tests/api/login/login.api.test.js","",""
"","19","login with special characters in email @negative","api","Mon Feb 09 09:35:58 UTC 2026","failed","Mon Feb 09 09:35:58 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Format Tests","tests/api/login/login.api.test.js","",""
"","25","login with SQL injection in email @negative","api","Mon Feb 09 09:36:09 UTC 2026","failed","Mon Feb 09 09:36:09 UTC 2026","[API - LOGIN] :: Identity Service @regression > Security Tests","tests/api/login/login.api.test.js","",""
"","249","login with an invalid email @negative","e2e","Mon Feb 09 09:36:01 UTC 2026","failed","Mon Feb 09 09:36:02 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Input Validation Errors @negative","tests/e2e/login/login.e2e.test.js","",""
"","208","login with random invalid credentials @negative","e2e","Mon Feb 09 09:35:50 UTC 2026","failed","Mon Feb 09 09:35:50 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Invalid Credentials @negative","tests/e2e/login/login.e2e.test.js","",""
"","21","login with unregistered email @negative","api","Mon Feb 09 09:36:03 UTC 2026","failed","Mon Feb 09 09:36:03 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Format Tests","tests/api/login/login.api.test.js","",""
"","21","login with empty data @negative","api","Mon Feb 09 09:35:52 UTC 2026","failed","Mon Feb 09 09:35:52 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Validation - Missing Fields","tests/api/login/login.api.test.js","",""
"","21","login with too short email @negative","api","Mon Feb 09 09:36:00 UTC 2026","failed","Mon Feb 09 09:36:00 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Format Tests","tests/api/login/login.api.test.js","",""
"","222","login with missing password @negative","e2e","Mon Feb 09 09:36:05 UTC 2026","failed","Mon Feb 09 09:36:05 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Password Validation Errors @negative","tests/e2e/login/login.e2e.test.js","",""
"","221","login with a special chars @negative","e2e","Mon Feb 09 09:35:58 UTC 2026","failed","Mon Feb 09 09:35:58 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Invalid Credentials @negative","tests/e2e/login/login.e2e.test.js","",""
"","220","login with a wrong password @negative","e2e","Mon Feb 09 09:35:54 UTC 2026","failed","Mon Feb 09 09:35:54 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Invalid Credentials @negative","tests/e2e/login/login.e2e.test.js","",""
"","174","login with SQL injection in password @negative","e2e","Mon Feb 09 09:36:09 UTC 2026","failed","Mon Feb 09 09:36:09 UTC 2026","[E2E - LOGIN] :: Employee Management @regression","tests/e2e/login/login.e2e.test.js","",""
"","240","login with a password injection @negative","e2e","Mon Feb 09 09:35:54 UTC 2026","failed","Mon Feb 09 09:35:54 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Invalid Credentials @negative","tests/e2e/login/login.e2e.test.js","",""
"","232","login successful @success","e2e","Mon Feb 09 09:35:50 UTC 2026","failed","Mon Feb 09 09:35:50 UTC 2026","[E2E - LOGIN] :: Employee Management @regression","tests/e2e/login/login.e2e.test.js","",""
"","20","login with empty object @negative","api","Mon Feb 09 09:35:55 UTC 2026","failed","Mon Feb 09 09:35:55 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Validation - Missing Fields","tests/api/login/login.api.test.js","",""
"","20","login with invalid email format @negative","api","Mon Feb 09 09:35:49 UTC 2026","failed","Mon Feb 09 09:35:49 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Validation - Missing Fields","tests/api/login/login.api.test.js","",""
"","23","get global auth token successfully @success","api","Mon Feb 09 09:35:46 UTC 2026","failed","Mon Feb 09 09:35:46 UTC 2026","[API - LOGIN] :: Identity Service @regression > Authentication","tests/api/login/login.api.test.js","",""
"","24","login without email field @negative","api","Mon Feb 09 09:35:52 UTC 2026","failed","Mon Feb 09 09:35:52 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Validation - Missing Fields","tests/api/login/login.api.test.js","",""
"","212","login with an unicode @negative","e2e","Mon Feb 09 09:36:01 UTC 2026","failed","Mon Feb 09 09:36:02 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Input Validation Errors @negative","tests/e2e/login/login.e2e.test.js","",""
"","23","login successfully @success","api","Mon Feb 09 09:35:46 UTC 2026","failed","Mon Feb 09 09:35:46 UTC 2026","[API - LOGIN] :: Identity Service @regression > Authentication","tests/api/login/login.api.test.js","",""
"","245","login with a long password @negative","e2e","Mon Feb 09 09:35:58 UTC 2026","failed","Mon Feb 09 09:35:58 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Invalid Credentials @negative","tests/e2e/login/login.e2e.test.js","",""
"","18","login with very long password @negative","api","Mon Feb 09 09:36:12 UTC 2026","failed","Mon Feb 09 09:36:12 UTC 2026","[API - LOGIN] :: Identity Service @regression > Security Tests","tests/api/login/login.api.test.js","",""
"","242","login with an user with sql injection @negative","e2e","Mon Feb 09 09:36:05 UTC 2026","failed","Mon Feb 09 09:36:05 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Input Validation Errors @negative","tests/e2e/login/login.e2e.test.js","",""
"","20","login with SQL injection in password @negative","api","Mon Feb 09 09:36:11 UTC 2026","failed","Mon Feb 09 09:36:11 UTC 2026","[API - LOGIN] :: Identity Service @regression > Security Tests","tests/api/login/login.api.test.js","",""
"","22","login without password field @negative","api","Mon Feb 09 09:35:55 UTC 2026","failed","Mon Feb 09 09:35:55 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Validation - Missing Fields","tests/api/login/login.api.test.js","",""
"","23","login with correct email but wrong password @negative","api","Mon Feb 09 09:36:06 UTC 2026","failed","Mon Feb 09 09:36:06 UTC 2026","[API - LOGIN] :: Identity Service @regression > Credential Validation","tests/api/login/login.api.test.js","",""
"","21","login with too long email @negative","api","Mon Feb 09 09:36:03 UTC 2026","failed","Mon Feb 09 09:36:03 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Format Tests","tests/api/login/login.api.test.js","",""
"","21","login with null values @negative","api","Mon Feb 09 09:35:58 UTC 2026","failed","Mon Feb 09 09:35:58 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Validation - Missing Fields","tests/api/login/login.api.test.js","",""
"","23","login with invalid credentials @negative","api","Mon Feb 09 09:36:06 UTC 2026","failed","Mon Feb 09 09:36:06 UTC 2026","[API - LOGIN] :: Identity Service @regression > Credential Validation","tests/api/login/login.api.test.js","",""
