"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","25","login with SQL injection in email @negative","api","Wed Mar 25 09:31:05 UTC 2026","failed","Wed Mar 25 09:31:05 UTC 2026","[API - LOGIN] :: Identity Service @regression > Security Tests","tests/api/login/login.api.test.js","",""
"","21","login with too short email @negative","api","Wed Mar 25 09:30:58 UTC 2026","failed","Wed Mar 25 09:30:58 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Format Tests","tests/api/login/login.api.test.js","",""
"","244","login with a special chars @negative","e2e","Wed Mar 25 09:30:47 UTC 2026","failed","Wed Mar 25 09:30:47 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Invalid Credentials @negative","tests/e2e/login/login.e2e.test.js","",""
"","275","login with a wrong password @negative","e2e","Wed Mar 25 09:30:43 UTC 2026","failed","Wed Mar 25 09:30:43 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Invalid Credentials @negative","tests/e2e/login/login.e2e.test.js","",""
"","245","login with an invalid email @negative","e2e","Wed Mar 25 09:30:51 UTC 2026","failed","Wed Mar 25 09:30:52 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Input Validation Errors @negative","tests/e2e/login/login.e2e.test.js","",""
"","21","login with very long password @negative","api","Wed Mar 25 09:31:08 UTC 2026","failed","Wed Mar 25 09:31:08 UTC 2026","[API - LOGIN] :: Identity Service @regression > Security Tests","tests/api/login/login.api.test.js","",""
"","20","login with special characters in email @negative","api","Wed Mar 25 09:30:55 UTC 2026","failed","Wed Mar 25 09:30:56 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Format Tests","tests/api/login/login.api.test.js","",""
"","246","login with an user with sql injection @negative","e2e","Wed Mar 25 09:30:55 UTC 2026","failed","Wed Mar 25 09:30:56 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Input Validation Errors @negative","tests/e2e/login/login.e2e.test.js","",""
"","270","login with a long password @negative","e2e","Wed Mar 25 09:30:47 UTC 2026","failed","Wed Mar 25 09:30:47 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Invalid Credentials @negative","tests/e2e/login/login.e2e.test.js","",""
"","24","login with empty data @negative","api","Wed Mar 25 09:30:50 UTC 2026","failed","Wed Mar 25 09:30:50 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Validation - Missing Fields","tests/api/login/login.api.test.js","",""
"","20","login with SQL injection in password @negative","api","Wed Mar 25 09:31:08 UTC 2026","failed","Wed Mar 25 09:31:08 UTC 2026","[API - LOGIN] :: Identity Service @regression > Security Tests","tests/api/login/login.api.test.js","",""
"","20","login with invalid email format @negative","api","Wed Mar 25 09:30:47 UTC 2026","failed","Wed Mar 25 09:30:47 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Validation - Missing Fields","tests/api/login/login.api.test.js","",""
