"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","22","login with custom invalid data @negative","api","Fri Jan 30 09:07:58 UTC 2026","failed","Fri Jan 30 09:07:58 UTC 2026","[API - LOGIN] :: Identity Service @regression > Credential Validation","tests/api/login/login.api.test.js","",""
"","22","login with invalid email format @negative","api","Fri Jan 30 09:07:40 UTC 2026","failed","Fri Jan 30 09:07:40 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Validation - Missing Fields","tests/api/login/login.api.test.js","",""
"","25","login successfully @success","api","Fri Jan 30 09:07:36 UTC 2026","failed","Fri Jan 30 09:07:36 UTC 2026","[API - LOGIN] :: Identity Service @regression > Authentication","tests/api/login/login.api.test.js","",""
"","214","login with random invalid credentials @negative","e2e","Fri Jan 30 09:06:57 UTC 2026","failed","Fri Jan 30 09:06:57 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Invalid Credentials @negative","tests/e2e/login/login.e2e.test.js","",""
"","214","login successful @success","e2e","Fri Jan 30 09:06:57 UTC 2026","failed","Fri Jan 30 09:06:57 UTC 2026","[E2E - LOGIN] :: Employee Management @regression","tests/e2e/login/login.e2e.test.js","",""
"","21","login with empty object @negative","api","Fri Jan 30 09:07:45 UTC 2026","failed","Fri Jan 30 09:07:45 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Validation - Missing Fields","tests/api/login/login.api.test.js","",""
"","26","login with invalid credentials @negative","api","Fri Jan 30 09:07:55 UTC 2026","failed","Fri Jan 30 09:07:55 UTC 2026","[API - LOGIN] :: Identity Service @regression > Credential Validation","tests/api/login/login.api.test.js","",""
"","213","login with an invalid email @negative","e2e","Fri Jan 30 09:07:07 UTC 2026","failed","Fri Jan 30 09:07:07 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Input Validation Errors @negative","tests/e2e/login/login.e2e.test.js","",""
"","191","login with a special chars @negative","e2e","Fri Jan 30 09:07:03 UTC 2026","failed","Fri Jan 30 09:07:03 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Invalid Credentials @negative","tests/e2e/login/login.e2e.test.js","",""
"","20","login with blank data @negative","api","Fri Jan 30 09:07:40 UTC 2026","failed","Fri Jan 30 09:07:40 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Validation - Missing Fields","tests/api/login/login.api.test.js","",""
"","26","login with empty data @negative","api","Fri Jan 30 09:07:42 UTC 2026","failed","Fri Jan 30 09:07:42 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Validation - Missing Fields","tests/api/login/login.api.test.js","",""
"","23","login with correct email but wrong password @negative","api","Fri Jan 30 09:07:55 UTC 2026","failed","Fri Jan 30 09:07:55 UTC 2026","[API - LOGIN] :: Identity Service @regression > Credential Validation","tests/api/login/login.api.test.js","",""
"","25","login with SQL injection in password @negative","api","Fri Jan 30 09:08:01 UTC 2026","failed","Fri Jan 30 09:08:01 UTC 2026","[API - LOGIN] :: Identity Service @regression > Security Tests","tests/api/login/login.api.test.js","",""
"","21","login with unicode characters in email @negative","api","Fri Jan 30 09:07:50 UTC 2026","failed","Fri Jan 30 09:07:50 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Format Tests","tests/api/login/login.api.test.js","",""
"","207","login with missing password @negative","e2e","Fri Jan 30 09:07:10 UTC 2026","failed","Fri Jan 30 09:07:10 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Password Validation Errors @negative","tests/e2e/login/login.e2e.test.js","",""
"","26","login with too long email @negative","api","Fri Jan 30 09:07:53 UTC 2026","failed","Fri Jan 30 09:07:53 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Format Tests","tests/api/login/login.api.test.js","",""
"","24","login with special characters in email @negative","api","Fri Jan 30 09:07:47 UTC 2026","failed","Fri Jan 30 09:07:47 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Format Tests","tests/api/login/login.api.test.js","",""
"","199","login with an unicode @negative","e2e","Fri Jan 30 09:07:07 UTC 2026","failed","Fri Jan 30 09:07:07 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Input Validation Errors @negative","tests/e2e/login/login.e2e.test.js","",""
"","24","login with null values @negative","api","Fri Jan 30 09:07:47 UTC 2026","failed","Fri Jan 30 09:07:47 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Validation - Missing Fields","tests/api/login/login.api.test.js","",""
"","148","login with SQL injection in password @negative","e2e","Fri Jan 30 09:07:13 UTC 2026","failed","Fri Jan 30 09:07:13 UTC 2026","[E2E - LOGIN] :: Employee Management @regression","tests/e2e/login/login.e2e.test.js","",""
"","27","login with SQL injection in email @negative","api","Fri Jan 30 09:07:58 UTC 2026","failed","Fri Jan 30 09:07:58 UTC 2026","[API - LOGIN] :: Identity Service @regression > Security Tests","tests/api/login/login.api.test.js","",""
"","20","login without password field @negative","api","Fri Jan 30 09:07:45 UTC 2026","failed","Fri Jan 30 09:07:45 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Validation - Missing Fields","tests/api/login/login.api.test.js","",""
"","28","get global auth token successfully @success","api","Fri Jan 30 09:07:36 UTC 2026","failed","Fri Jan 30 09:07:36 UTC 2026","[API - LOGIN] :: Identity Service @regression > Authentication","tests/api/login/login.api.test.js","",""
"","25","login with very long password @negative","api","Fri Jan 30 09:08:01 UTC 2026","failed","Fri Jan 30 09:08:01 UTC 2026","[API - LOGIN] :: Identity Service @regression > Security Tests","tests/api/login/login.api.test.js","",""
"","198","login with a long password @negative","e2e","Fri Jan 30 09:07:03 UTC 2026","failed","Fri Jan 30 09:07:03 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Invalid Credentials @negative","tests/e2e/login/login.e2e.test.js","",""
"","199","login with a wrong password @negative","e2e","Fri Jan 30 09:07:00 UTC 2026","failed","Fri Jan 30 09:07:00 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Invalid Credentials @negative","tests/e2e/login/login.e2e.test.js","",""
"","198","login with a password injection @negative","e2e","Fri Jan 30 09:07:00 UTC 2026","failed","Fri Jan 30 09:07:00 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Invalid Credentials @negative","tests/e2e/login/login.e2e.test.js","",""
"","26","login with unregistered email @negative","api","Fri Jan 30 09:07:53 UTC 2026","failed","Fri Jan 30 09:07:53 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Format Tests","tests/api/login/login.api.test.js","",""
"","20","login with too short email @negative","api","Fri Jan 30 09:07:50 UTC 2026","failed","Fri Jan 30 09:07:50 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Format Tests","tests/api/login/login.api.test.js","",""
