"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","22","login with SQL injection in email @negative","api","Thu Feb 26 09:28:20 UTC 2026","failed","Thu Feb 26 09:28:20 UTC 2026","[API - LOGIN] :: Identity Service @regression > Security Tests","tests/api/login/login.api.test.js","",""
"","250","login with a special chars @negative","e2e","Thu Feb 26 09:28:03 UTC 2026","failed","Thu Feb 26 09:28:03 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Invalid Credentials @negative","tests/e2e/login/login.e2e.test.js","",""
"","24","login with invalid credentials @negative","api","Thu Feb 26 09:28:17 UTC 2026","failed","Thu Feb 26 09:28:17 UTC 2026","[API - LOGIN] :: Identity Service @regression > Credential Validation","tests/api/login/login.api.test.js","",""
"","23","login without password field @negative","api","Thu Feb 26 09:28:05 UTC 2026","failed","Thu Feb 26 09:28:05 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Validation - Missing Fields","tests/api/login/login.api.test.js","",""
"","231","login with random invalid credentials @negative","e2e","Thu Feb 26 09:27:55 UTC 2026","failed","Thu Feb 26 09:27:55 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Invalid Credentials @negative","tests/e2e/login/login.e2e.test.js","",""
"","22","login with correct email but wrong password @negative","api","Thu Feb 26 09:28:17 UTC 2026","failed","Thu Feb 26 09:28:17 UTC 2026","[API - LOGIN] :: Identity Service @regression > Credential Validation","tests/api/login/login.api.test.js","",""
"","21","login with invalid email format @negative","api","Thu Feb 26 09:28:00 UTC 2026","failed","Thu Feb 26 09:28:00 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Validation - Missing Fields","tests/api/login/login.api.test.js","",""
"","24","login with too short email @negative","api","Thu Feb 26 09:28:11 UTC 2026","failed","Thu Feb 26 09:28:11 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Format Tests","tests/api/login/login.api.test.js","",""
"","24","login successfully @success","api","Thu Feb 26 09:27:57 UTC 2026","failed","Thu Feb 26 09:27:57 UTC 2026","[API - LOGIN] :: Identity Service @regression > Authentication","tests/api/login/login.api.test.js","",""
"","29","login with too long email @negative","api","Thu Feb 26 09:28:14 UTC 2026","failed","Thu Feb 26 09:28:14 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Format Tests","tests/api/login/login.api.test.js","",""
"","21","login with special characters in email @negative","api","Thu Feb 26 09:28:08 UTC 2026","failed","Thu Feb 26 09:28:08 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Format Tests","tests/api/login/login.api.test.js","",""
"","221","login with a password injection @negative","e2e","Thu Feb 26 09:27:59 UTC 2026","failed","Thu Feb 26 09:27:59 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Invalid Credentials @negative","tests/e2e/login/login.e2e.test.js","",""
