"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","233","login successful @success","e2e","Fri Mar 06 09:06:00 UTC 2026","failed","Fri Mar 06 09:06:00 UTC 2026","[E2E - LOGIN] :: Employee Management @regression","tests/e2e/login/login.e2e.test.js","",""
"","238","login with random invalid credentials @negative","e2e","Fri Mar 06 09:06:00 UTC 2026","failed","Fri Mar 06 09:06:00 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Invalid Credentials @negative","tests/e2e/login/login.e2e.test.js","",""
"","22","login with correct email but wrong password @negative","api","Fri Mar 06 09:05:36 UTC 2026","failed","Fri Mar 06 09:05:36 UTC 2026","[API - LOGIN] :: Identity Service @regression > Credential Validation","tests/api/login/login.api.test.js","",""
"","21","login with invalid email format @negative","api","Fri Mar 06 09:05:20 UTC 2026","failed","Fri Mar 06 09:05:20 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Validation - Missing Fields","tests/api/login/login.api.test.js","",""
"","183","login with SQL injection in password @negative","e2e","Fri Mar 06 09:06:19 UTC 2026","failed","Fri Mar 06 09:06:19 UTC 2026","[E2E - LOGIN] :: Employee Management @regression","tests/e2e/login/login.e2e.test.js","",""
"","229","login with missing password @negative","e2e","Fri Mar 06 09:06:15 UTC 2026","failed","Fri Mar 06 09:06:15 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Password Validation Errors @negative","tests/e2e/login/login.e2e.test.js","",""
"","23","login with too long email @negative","api","Fri Mar 06 09:05:34 UTC 2026","failed","Fri Mar 06 09:05:34 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Format Tests","tests/api/login/login.api.test.js","",""
"","25","login with too short email @negative","api","Fri Mar 06 09:05:31 UTC 2026","failed","Fri Mar 06 09:05:31 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Format Tests","tests/api/login/login.api.test.js","",""
"","25","login with custom invalid data @negative","api","Fri Mar 06 09:05:39 UTC 2026","failed","Fri Mar 06 09:05:39 UTC 2026","[API - LOGIN] :: Identity Service @regression > Credential Validation","tests/api/login/login.api.test.js","",""
"","240","login with an user with sql injection @negative","e2e","Fri Mar 06 09:06:15 UTC 2026","failed","Fri Mar 06 09:06:15 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Input Validation Errors @negative","tests/e2e/login/login.e2e.test.js","",""
"","21","login with special characters in email @negative","api","Fri Mar 06 09:05:28 UTC 2026","failed","Fri Mar 06 09:05:28 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Format Tests","tests/api/login/login.api.test.js","",""
"","22","login with invalid credentials @negative","api","Fri Mar 06 09:05:36 UTC 2026","failed","Fri Mar 06 09:05:36 UTC 2026","[API - LOGIN] :: Identity Service @regression > Credential Validation","tests/api/login/login.api.test.js","",""
"","229","login with an unicode @negative","e2e","Fri Mar 06 09:06:11 UTC 2026","failed","Fri Mar 06 09:06:12 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Input Validation Errors @negative","tests/e2e/login/login.e2e.test.js","",""
"","24","login without email field @negative","api","Fri Mar 06 09:05:23 UTC 2026","failed","Fri Mar 06 09:05:23 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Validation - Missing Fields","tests/api/login/login.api.test.js","",""
"","22","login with unregistered email @negative","api","Fri Mar 06 09:05:34 UTC 2026","failed","Fri Mar 06 09:05:34 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Format Tests","tests/api/login/login.api.test.js","",""
"","239","login with a wrong password @negative","e2e","Fri Mar 06 09:06:04 UTC 2026","failed","Fri Mar 06 09:06:04 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Invalid Credentials @negative","tests/e2e/login/login.e2e.test.js","",""
"","21","login successfully @success","api","Fri Mar 06 09:05:18 UTC 2026","failed","Fri Mar 06 09:05:18 UTC 2026","[API - LOGIN] :: Identity Service @regression > Authentication","tests/api/login/login.api.test.js","",""
"","22","get global auth token successfully @success","api","Fri Mar 06 09:05:18 UTC 2026","failed","Fri Mar 06 09:05:18 UTC 2026","[API - LOGIN] :: Identity Service @regression > Authentication","tests/api/login/login.api.test.js","",""
"","29","login without password field @negative","api","Fri Mar 06 09:05:25 UTC 2026","failed","Fri Mar 06 09:05:26 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Validation - Missing Fields","tests/api/login/login.api.test.js","",""
"","24","login with empty data @negative","api","Fri Mar 06 09:05:23 UTC 2026","failed","Fri Mar 06 09:05:23 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Validation - Missing Fields","tests/api/login/login.api.test.js","",""
"","236","login with a password injection @negative","e2e","Fri Mar 06 09:06:04 UTC 2026","failed","Fri Mar 06 09:06:04 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Invalid Credentials @negative","tests/e2e/login/login.e2e.test.js","",""
"","26","login with unicode characters in email @negative","api","Fri Mar 06 09:05:31 UTC 2026","failed","Fri Mar 06 09:05:31 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Format Tests","tests/api/login/login.api.test.js","",""
"","22","login with SQL injection in email @negative","api","Fri Mar 06 09:05:39 UTC 2026","failed","Fri Mar 06 09:05:39 UTC 2026","[API - LOGIN] :: Identity Service @regression > Security Tests","tests/api/login/login.api.test.js","",""
"","21","login with blank data @negative","api","Fri Mar 06 09:05:20 UTC 2026","failed","Fri Mar 06 09:05:20 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Validation - Missing Fields","tests/api/login/login.api.test.js","",""
"","238","login with a long password @negative","e2e","Fri Mar 06 09:06:08 UTC 2026","failed","Fri Mar 06 09:06:08 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Invalid Credentials @negative","tests/e2e/login/login.e2e.test.js","",""
"","233","login with an invalid email @negative","e2e","Fri Mar 06 09:06:11 UTC 2026","failed","Fri Mar 06 09:06:12 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Input Validation Errors @negative","tests/e2e/login/login.e2e.test.js","",""
"","237","login with a special chars @negative","e2e","Fri Mar 06 09:06:08 UTC 2026","failed","Fri Mar 06 09:06:08 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Invalid Credentials @negative","tests/e2e/login/login.e2e.test.js","",""
"","23","login with empty object @negative","api","Fri Mar 06 09:05:25 UTC 2026","failed","Fri Mar 06 09:05:26 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Validation - Missing Fields","tests/api/login/login.api.test.js","",""
"","24","login with very long password @negative","api","Fri Mar 06 09:05:41 UTC 2026","failed","Fri Mar 06 09:05:41 UTC 2026","[API - LOGIN] :: Identity Service @regression > Security Tests","tests/api/login/login.api.test.js","",""
"","26","login with SQL injection in password @negative","api","Fri Mar 06 09:05:41 UTC 2026","failed","Fri Mar 06 09:05:41 UTC 2026","[API - LOGIN] :: Identity Service @regression > Security Tests","tests/api/login/login.api.test.js","",""
"","21","login with null values @negative","api","Fri Mar 06 09:05:28 UTC 2026","failed","Fri Mar 06 09:05:28 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Validation - Missing Fields","tests/api/login/login.api.test.js","",""
