"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","22","login with unregistered email @negative","api","Thu May 21 11:49:36 UTC 2026","failed","Thu May 21 11:49:36 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Format Tests","tests/api/login/login.api.test.js","",""
"","230","login with missing password @negative","e2e","Thu May 21 11:49:42 UTC 2026","failed","Thu May 21 11:49:42 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Password Validation Errors @negative","tests/e2e/login/login.e2e.test.js","",""
"","240","login with a password injection @negative","e2e","Thu May 21 11:49:31 UTC 2026","failed","Thu May 21 11:49:31 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Invalid Credentials @negative","tests/e2e/login/login.e2e.test.js","",""
"","238","login with an unicode @negative","e2e","Thu May 21 11:49:38 UTC 2026","failed","Thu May 21 11:49:38 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Input Validation Errors @negative","tests/e2e/login/login.e2e.test.js","",""
"","23","login with custom invalid data @negative","api","Thu May 21 11:49:41 UTC 2026","failed","Thu May 21 11:49:41 UTC 2026","[API - LOGIN] :: Identity Service @regression > Credential Validation","tests/api/login/login.api.test.js","",""
"","222","login with a long password @negative","e2e","Thu May 21 11:49:34 UTC 2026","failed","Thu May 21 11:49:35 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Invalid Credentials @negative","tests/e2e/login/login.e2e.test.js","",""
"","26","login with special characters in email @negative","api","Thu May 21 11:49:30 UTC 2026","failed","Thu May 21 11:49:30 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Format Tests","tests/api/login/login.api.test.js","",""
"","235","login successful @success","e2e","Thu May 21 11:49:27 UTC 2026","failed","Thu May 21 11:49:27 UTC 2026","[E2E - LOGIN] :: Employee Management @regression","tests/e2e/login/login.e2e.test.js","",""
"","21","login with empty object @negative","api","Thu May 21 11:49:28 UTC 2026","failed","Thu May 21 11:49:28 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Validation - Missing Fields","tests/api/login/login.api.test.js","",""
"","22","login with invalid credentials @negative","api","Thu May 21 11:49:38 UTC 2026","failed","Thu May 21 11:49:38 UTC 2026","[API - LOGIN] :: Identity Service @regression > Credential Validation","tests/api/login/login.api.test.js","",""
"","20","login with too short email @negative","api","Thu May 21 11:49:33 UTC 2026","failed","Thu May 21 11:49:33 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Format Tests","tests/api/login/login.api.test.js","",""
"","21","login with SQL injection in email @negative","api","Thu May 21 11:49:41 UTC 2026","failed","Thu May 21 11:49:41 UTC 2026","[API - LOGIN] :: Identity Service @regression > Security Tests","tests/api/login/login.api.test.js","",""
"","25","login with SQL injection in password @negative","api","Thu May 21 11:49:44 UTC 2026","failed","Thu May 21 11:49:44 UTC 2026","[API - LOGIN] :: Identity Service @regression > Security Tests","tests/api/login/login.api.test.js","",""
"","22","login successfully @success","api","Thu May 21 11:49:20 UTC 2026","failed","Thu May 21 11:49:20 UTC 2026","[API - LOGIN] :: Identity Service @regression > Authentication","tests/api/login/login.api.test.js","",""
"","24","login with too long email @negative","api","Thu May 21 11:49:36 UTC 2026","failed","Thu May 21 11:49:36 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Format Tests","tests/api/login/login.api.test.js","",""
"","21","login with invalid email format @negative","api","Thu May 21 11:49:22 UTC 2026","failed","Thu May 21 11:49:22 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Validation - Missing Fields","tests/api/login/login.api.test.js","",""
"","174","login with SQL injection in password @negative","e2e","Thu May 21 11:49:45 UTC 2026","failed","Thu May 21 11:49:45 UTC 2026","[E2E - LOGIN] :: Employee Management @regression","tests/e2e/login/login.e2e.test.js","",""
"","226","login with random invalid credentials @negative","e2e","Thu May 21 11:49:27 UTC 2026","failed","Thu May 21 11:49:27 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Invalid Credentials @negative","tests/e2e/login/login.e2e.test.js","",""
"","20","login with empty data @negative","api","Thu May 21 11:49:25 UTC 2026","failed","Thu May 21 11:49:25 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Validation - Missing Fields","tests/api/login/login.api.test.js","",""
"","19","get global auth token successfully @success","api","Thu May 21 11:49:20 UTC 2026","failed","Thu May 21 11:49:20 UTC 2026","[API - LOGIN] :: Identity Service @regression > Authentication","tests/api/login/login.api.test.js","",""
"","20","login with null values @negative","api","Thu May 21 11:49:30 UTC 2026","failed","Thu May 21 11:49:30 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Validation - Missing Fields","tests/api/login/login.api.test.js","",""
"","242","login with an invalid email @negative","e2e","Thu May 21 11:49:38 UTC 2026","failed","Thu May 21 11:49:38 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Input Validation Errors @negative","tests/e2e/login/login.e2e.test.js","",""
"","245","login with an user with sql injection @negative","e2e","Thu May 21 11:49:42 UTC 2026","failed","Thu May 21 11:49:42 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Input Validation Errors @negative","tests/e2e/login/login.e2e.test.js","",""
"","21","login without email field @negative","api","Thu May 21 11:49:25 UTC 2026","failed","Thu May 21 11:49:25 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Validation - Missing Fields","tests/api/login/login.api.test.js","",""
"","20","login with blank data @negative","api","Thu May 21 11:49:22 UTC 2026","failed","Thu May 21 11:49:22 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Validation - Missing Fields","tests/api/login/login.api.test.js","",""
"","24","login with very long password @negative","api","Thu May 21 11:49:44 UTC 2026","failed","Thu May 21 11:49:44 UTC 2026","[API - LOGIN] :: Identity Service @regression > Security Tests","tests/api/login/login.api.test.js","",""
"","20","login with unicode characters in email @negative","api","Thu May 21 11:49:33 UTC 2026","failed","Thu May 21 11:49:33 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Format Tests","tests/api/login/login.api.test.js","",""
"","22","login with correct email but wrong password @negative","api","Thu May 21 11:49:38 UTC 2026","failed","Thu May 21 11:49:38 UTC 2026","[API - LOGIN] :: Identity Service @regression > Credential Validation","tests/api/login/login.api.test.js","",""
"","217","login with a wrong password @negative","e2e","Thu May 21 11:49:31 UTC 2026","failed","Thu May 21 11:49:31 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Invalid Credentials @negative","tests/e2e/login/login.e2e.test.js","",""
"","233","login with a special chars @negative","e2e","Thu May 21 11:49:34 UTC 2026","failed","Thu May 21 11:49:35 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Invalid Credentials @negative","tests/e2e/login/login.e2e.test.js","",""
"","19","login without password field @negative","api","Thu May 21 11:49:28 UTC 2026","failed","Thu May 21 11:49:28 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Validation - Missing Fields","tests/api/login/login.api.test.js","",""
