"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","19","login with special characters in email @negative","api","Wed May 13 11:11:12 UTC 2026","failed","Wed May 13 11:11:12 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Format Tests","tests/api/login/login.api.test.js","",""
"","219","login with a long password @negative","e2e","Wed May 13 11:11:10 UTC 2026","failed","Wed May 13 11:11:10 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Invalid Credentials @negative","tests/e2e/login/login.e2e.test.js","",""
"","18","login with unicode characters in email @negative","api","Wed May 13 11:11:14 UTC 2026","failed","Wed May 13 11:11:14 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Format Tests","tests/api/login/login.api.test.js","",""
"","18","login with SQL injection in password @negative","api","Wed May 13 11:11:25 UTC 2026","failed","Wed May 13 11:11:25 UTC 2026","[API - LOGIN] :: Identity Service @regression > Security Tests","tests/api/login/login.api.test.js","",""
"","22","login with correct email but wrong password @negative","api","Wed May 13 11:11:20 UTC 2026","failed","Wed May 13 11:11:20 UTC 2026","[API - LOGIN] :: Identity Service @regression > Credential Validation","tests/api/login/login.api.test.js","",""
"","20","login with invalid credentials @negative","api","Wed May 13 11:11:20 UTC 2026","failed","Wed May 13 11:11:20 UTC 2026","[API - LOGIN] :: Identity Service @regression > Credential Validation","tests/api/login/login.api.test.js","",""
"","21","login with custom invalid data @negative","api","Wed May 13 11:11:22 UTC 2026","failed","Wed May 13 11:11:22 UTC 2026","[API - LOGIN] :: Identity Service @regression > Credential Validation","tests/api/login/login.api.test.js","",""
"","19","login with empty data @negative","api","Wed May 13 11:11:06 UTC 2026","failed","Wed May 13 11:11:06 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Validation - Missing Fields","tests/api/login/login.api.test.js","",""
"","22","login with unregistered email @negative","api","Wed May 13 11:11:17 UTC 2026","failed","Wed May 13 11:11:17 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Format Tests","tests/api/login/login.api.test.js","",""
"","21","login with invalid email format @negative","api","Wed May 13 11:11:03 UTC 2026","failed","Wed May 13 11:11:03 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Validation - Missing Fields","tests/api/login/login.api.test.js","",""
"","19","login with empty object @negative","api","Wed May 13 11:11:09 UTC 2026","failed","Wed May 13 11:11:09 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Validation - Missing Fields","tests/api/login/login.api.test.js","",""
"","20","login without email field @negative","api","Wed May 13 11:11:06 UTC 2026","failed","Wed May 13 11:11:06 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Validation - Missing Fields","tests/api/login/login.api.test.js","",""
"","250","login with a wrong password @negative","e2e","Wed May 13 11:11:06 UTC 2026","failed","Wed May 13 11:11:07 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Invalid Credentials @negative","tests/e2e/login/login.e2e.test.js","",""
"","21","login with too short email @negative","api","Wed May 13 11:11:14 UTC 2026","failed","Wed May 13 11:11:14 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Format Tests","tests/api/login/login.api.test.js","",""
"","230","login with an user with sql injection @negative","e2e","Wed May 13 11:11:17 UTC 2026","failed","Wed May 13 11:11:17 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Input Validation Errors @negative","tests/e2e/login/login.e2e.test.js","",""
"","233","login with an invalid email @negative","e2e","Wed May 13 11:11:13 UTC 2026","failed","Wed May 13 11:11:14 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Input Validation Errors @negative","tests/e2e/login/login.e2e.test.js","",""
"","238","login with a special chars @negative","e2e","Wed May 13 11:11:10 UTC 2026","failed","Wed May 13 11:11:10 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Invalid Credentials @negative","tests/e2e/login/login.e2e.test.js","",""
"","23","login with SQL injection in email @negative","api","Wed May 13 11:11:22 UTC 2026","failed","Wed May 13 11:11:22 UTC 2026","[API - LOGIN] :: Identity Service @regression > Security Tests","tests/api/login/login.api.test.js","",""
"","224","login with missing password @negative","e2e","Wed May 13 11:11:17 UTC 2026","failed","Wed May 13 11:11:17 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Password Validation Errors @negative","tests/e2e/login/login.e2e.test.js","",""
"","19","login without password field @negative","api","Wed May 13 11:11:09 UTC 2026","failed","Wed May 13 11:11:09 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Validation - Missing Fields","tests/api/login/login.api.test.js","",""
"","18","login with very long password @negative","api","Wed May 13 11:11:25 UTC 2026","failed","Wed May 13 11:11:25 UTC 2026","[API - LOGIN] :: Identity Service @regression > Security Tests","tests/api/login/login.api.test.js","",""
"","213","login with an unicode @negative","e2e","Wed May 13 11:11:13 UTC 2026","failed","Wed May 13 11:11:14 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Input Validation Errors @negative","tests/e2e/login/login.e2e.test.js","",""
"","21","login with blank data @negative","api","Wed May 13 11:11:03 UTC 2026","failed","Wed May 13 11:11:03 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Validation - Missing Fields","tests/api/login/login.api.test.js","",""
"","26","get global auth token successfully @success","api","Wed May 13 11:11:00 UTC 2026","failed","Wed May 13 11:11:00 UTC 2026","[API - LOGIN] :: Identity Service @regression > Authentication","tests/api/login/login.api.test.js","",""
"","164","login with SQL injection in password @negative","e2e","Wed May 13 11:11:20 UTC 2026","failed","Wed May 13 11:11:20 UTC 2026","[E2E - LOGIN] :: Employee Management @regression","tests/e2e/login/login.e2e.test.js","",""
"","241","login with random invalid credentials @negative","e2e","Wed May 13 11:11:02 UTC 2026","failed","Wed May 13 11:11:02 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Invalid Credentials @negative","tests/e2e/login/login.e2e.test.js","",""
"","20","login with too long email @negative","api","Wed May 13 11:11:17 UTC 2026","failed","Wed May 13 11:11:17 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Format Tests","tests/api/login/login.api.test.js","",""
"","24","login successfully @success","api","Wed May 13 11:11:00 UTC 2026","failed","Wed May 13 11:11:00 UTC 2026","[API - LOGIN] :: Identity Service @regression > Authentication","tests/api/login/login.api.test.js","",""
"","258","login successful @success","e2e","Wed May 13 11:11:02 UTC 2026","failed","Wed May 13 11:11:02 UTC 2026","[E2E - LOGIN] :: Employee Management @regression","tests/e2e/login/login.e2e.test.js","",""
"","20","login with null values @negative","api","Wed May 13 11:11:11 UTC 2026","failed","Wed May 13 11:11:12 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Validation - Missing Fields","tests/api/login/login.api.test.js","",""
"","251","login with a password injection @negative","e2e","Wed May 13 11:11:06 UTC 2026","failed","Wed May 13 11:11:07 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Invalid Credentials @negative","tests/e2e/login/login.e2e.test.js","",""
