"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","23","login with blank data @negative","api","Wed Apr 08 09:46:49 UTC 2026","failed","Wed Apr 08 09:46:49 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Validation - Missing Fields","tests/api/login/login.api.test.js","",""
"","223","login with a special chars @negative","e2e","Wed Apr 08 09:46:59 UTC 2026","failed","Wed Apr 08 09:46:59 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Invalid Credentials @negative","tests/e2e/login/login.e2e.test.js","",""
"","275","login with random invalid credentials @negative","e2e","Wed Apr 08 09:46:51 UTC 2026","failed","Wed Apr 08 09:46:51 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Invalid Credentials @negative","tests/e2e/login/login.e2e.test.js","",""
"","22","login with invalid email format @negative","api","Wed Apr 08 09:46:49 UTC 2026","failed","Wed Apr 08 09:46:49 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Validation - Missing Fields","tests/api/login/login.api.test.js","",""
"","172","login with SQL injection in password @negative","e2e","Wed Apr 08 09:47:09 UTC 2026","failed","Wed Apr 08 09:47:10 UTC 2026","[E2E - LOGIN] :: Employee Management @regression","tests/e2e/login/login.e2e.test.js","",""
"","240","login with a wrong password @negative","e2e","Wed Apr 08 09:46:55 UTC 2026","failed","Wed Apr 08 09:46:55 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Invalid Credentials @negative","tests/e2e/login/login.e2e.test.js","",""
"","26","login successfully @success","api","Wed Apr 08 09:46:46 UTC 2026","failed","Wed Apr 08 09:46:46 UTC 2026","[API - LOGIN] :: Identity Service @regression > Authentication","tests/api/login/login.api.test.js","",""
"","17","login without password field @negative","api","Wed Apr 08 09:46:55 UTC 2026","failed","Wed Apr 08 09:46:55 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Validation - Missing Fields","tests/api/login/login.api.test.js","",""
"","18","login with empty object @negative","api","Wed Apr 08 09:46:55 UTC 2026","failed","Wed Apr 08 09:46:55 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Validation - Missing Fields","tests/api/login/login.api.test.js","",""
"","29","get global auth token successfully @success","api","Wed Apr 08 09:46:46 UTC 2026","failed","Wed Apr 08 09:46:46 UTC 2026","[API - LOGIN] :: Identity Service @regression > Authentication","tests/api/login/login.api.test.js","",""
"","20","login with correct email but wrong password @negative","api","Wed Apr 08 09:47:05 UTC 2026","failed","Wed Apr 08 09:47:05 UTC 2026","[API - LOGIN] :: Identity Service @regression > Credential Validation","tests/api/login/login.api.test.js","",""
