"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","208","login with a password injection @negative","e2e","Thu Jan 15 08:57:10 UTC 2026","failed","Thu Jan 15 08:57:10 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Invalid Credentials @negative","tests/e2e/login/login.e2e.test.js","",""
"","229","login with missing password @negative","e2e","Thu Jan 15 08:57:21 UTC 2026","failed","Thu Jan 15 08:57:21 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Password Validation Errors @negative","tests/e2e/login/login.e2e.test.js","",""
"","24","login without email field @negative","api","Thu Jan 15 08:57:07 UTC 2026","failed","Thu Jan 15 08:57:07 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Validation - Missing Fields","tests/api/login/login.api.test.js","",""
"","21","login with invalid email format @negative","api","Thu Jan 15 08:57:04 UTC 2026","failed","Thu Jan 15 08:57:04 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Validation - Missing Fields","tests/api/login/login.api.test.js","",""
"","19","login with empty data @negative","api","Thu Jan 15 08:57:07 UTC 2026","failed","Thu Jan 15 08:57:07 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Validation - Missing Fields","tests/api/login/login.api.test.js","",""
"","23","login with custom invalid data @negative","api","Thu Jan 15 08:57:23 UTC 2026","failed","Thu Jan 15 08:57:23 UTC 2026","[API - LOGIN] :: Identity Service @regression > Credential Validation","tests/api/login/login.api.test.js","",""
"","21","login with SQL injection in password @negative","api","Thu Jan 15 08:57:26 UTC 2026","failed","Thu Jan 15 08:57:26 UTC 2026","[API - LOGIN] :: Identity Service @regression > Security Tests","tests/api/login/login.api.test.js","",""
"","25","login with correct email but wrong password @negative","api","Thu Jan 15 08:57:20 UTC 2026","failed","Thu Jan 15 08:57:20 UTC 2026","[API - LOGIN] :: Identity Service @regression > Credential Validation","tests/api/login/login.api.test.js","",""
"","25","login with unicode characters in email @negative","api","Thu Jan 15 08:57:15 UTC 2026","failed","Thu Jan 15 08:57:15 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Format Tests","tests/api/login/login.api.test.js","",""
"","26","get global auth token successfully @success","api","Thu Jan 15 08:57:01 UTC 2026","failed","Thu Jan 15 08:57:01 UTC 2026","[API - LOGIN] :: Identity Service @regression > Authentication","tests/api/login/login.api.test.js","",""
"","216","login with an unicode @negative","e2e","Thu Jan 15 08:57:17 UTC 2026","failed","Thu Jan 15 08:57:18 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Input Validation Errors @negative","tests/e2e/login/login.e2e.test.js","",""
"","215","login with a special chars @negative","e2e","Thu Jan 15 08:57:14 UTC 2026","failed","Thu Jan 15 08:57:14 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Invalid Credentials @negative","tests/e2e/login/login.e2e.test.js","",""
"","25","login without password field @negative","api","Thu Jan 15 08:57:10 UTC 2026","failed","Thu Jan 15 08:57:10 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Validation - Missing Fields","tests/api/login/login.api.test.js","",""
"","222","login with an user with sql injection @negative","e2e","Thu Jan 15 08:57:21 UTC 2026","failed","Thu Jan 15 08:57:21 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Input Validation Errors @negative","tests/e2e/login/login.e2e.test.js","",""
"","25","login with blank data @negative","api","Thu Jan 15 08:57:04 UTC 2026","failed","Thu Jan 15 08:57:04 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Validation - Missing Fields","tests/api/login/login.api.test.js","",""
"","27","login with too long email @negative","api","Thu Jan 15 08:57:18 UTC 2026","failed","Thu Jan 15 08:57:18 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Format Tests","tests/api/login/login.api.test.js","",""
"","222","login with a wrong password @negative","e2e","Thu Jan 15 08:57:10 UTC 2026","failed","Thu Jan 15 08:57:10 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Invalid Credentials @negative","tests/e2e/login/login.e2e.test.js","",""
