"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","26","login with special characters in email @negative","api","Tue Dec 16 08:57:55 UTC 2025","failed","Tue Dec 16 08:57:55 UTC 2025","[API - LOGIN] :: Identity Service @regression > Input Format Tests","tests/api/login/login.api.test.js","",""
"","228","login with random invalid credentials @negative","e2e","Tue Dec 16 08:57:23 UTC 2025","failed","Tue Dec 16 08:57:24 UTC 2025","[E2E - LOGIN] :: Employee Management @regression > Invalid Credentials @negative","tests/e2e/login/login.e2e.test.js","",""
"","220","login with an invalid email @negative","e2e","Tue Dec 16 08:57:34 UTC 2025","failed","Tue Dec 16 08:57:34 UTC 2025","[E2E - LOGIN] :: Employee Management @regression > Input Validation Errors @negative","tests/e2e/login/login.e2e.test.js","",""
"","27","get global auth token successfully @success","api","Tue Dec 16 08:57:45 UTC 2025","failed","Tue Dec 16 08:57:45 UTC 2025","[API - LOGIN] :: Identity Service @regression > Authentication","tests/api/login/login.api.test.js","",""
"","26","login with null values @negative","api","Tue Dec 16 08:57:55 UTC 2025","failed","Tue Dec 16 08:57:55 UTC 2025","[API - LOGIN] :: Identity Service @regression > Input Validation - Missing Fields","tests/api/login/login.api.test.js","",""
"","21","login with unicode characters in email @negative","api","Tue Dec 16 08:57:58 UTC 2025","failed","Tue Dec 16 08:57:58 UTC 2025","[API - LOGIN] :: Identity Service @regression > Input Format Tests","tests/api/login/login.api.test.js","",""
"","25","login with too long email @negative","api","Tue Dec 16 08:58:01 UTC 2025","failed","Tue Dec 16 08:58:01 UTC 2025","[API - LOGIN] :: Identity Service @regression > Input Format Tests","tests/api/login/login.api.test.js","",""
"","215","login with an unicode @negative","e2e","Tue Dec 16 08:57:34 UTC 2025","failed","Tue Dec 16 08:57:34 UTC 2025","[E2E - LOGIN] :: Employee Management @regression > Input Validation Errors @negative","tests/e2e/login/login.e2e.test.js","",""
"","24","login without password field @negative","api","Tue Dec 16 08:57:53 UTC 2025","failed","Tue Dec 16 08:57:53 UTC 2025","[API - LOGIN] :: Identity Service @regression > Input Validation - Missing Fields","tests/api/login/login.api.test.js","",""
"","203","login with a wrong password @negative","e2e","Tue Dec 16 08:57:27 UTC 2025","failed","Tue Dec 16 08:57:27 UTC 2025","[E2E - LOGIN] :: Employee Management @regression > Invalid Credentials @negative","tests/e2e/login/login.e2e.test.js","",""
"","223","login with missing password @negative","e2e","Tue Dec 16 08:57:38 UTC 2025","failed","Tue Dec 16 08:57:38 UTC 2025","[E2E - LOGIN] :: Employee Management @regression > Password Validation Errors @negative","tests/e2e/login/login.e2e.test.js","",""
"","21","login with SQL injection in password @negative","api","Tue Dec 16 08:58:09 UTC 2025","failed","Tue Dec 16 08:58:09 UTC 2025","[API - LOGIN] :: Identity Service @regression > Security Tests","tests/api/login/login.api.test.js","",""
"","223","login with a long password @negative","e2e","Tue Dec 16 08:57:31 UTC 2025","failed","Tue Dec 16 08:57:31 UTC 2025","[E2E - LOGIN] :: Employee Management @regression > Invalid Credentials @negative","tests/e2e/login/login.e2e.test.js","",""
"","224","login with an user with sql injection @negative","e2e","Tue Dec 16 08:57:38 UTC 2025","failed","Tue Dec 16 08:57:38 UTC 2025","[E2E - LOGIN] :: Employee Management @regression > Input Validation Errors @negative","tests/e2e/login/login.e2e.test.js","",""
"","21","login with too short email @negative","api","Tue Dec 16 08:57:58 UTC 2025","failed","Tue Dec 16 08:57:58 UTC 2025","[API - LOGIN] :: Identity Service @regression > Input Format Tests","tests/api/login/login.api.test.js","",""
"","19","login with empty data @negative","api","Tue Dec 16 08:57:50 UTC 2025","failed","Tue Dec 16 08:57:50 UTC 2025","[API - LOGIN] :: Identity Service @regression > Input Validation - Missing Fields","tests/api/login/login.api.test.js","",""
