"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","20","login with SQL injection in email @negative","api","Tue Dec 23 08:56:35 UTC 2025","failed","Tue Dec 23 08:56:35 UTC 2025","[API - LOGIN] :: Identity Service @regression > Security Tests","tests/api/login/login.api.test.js","",""
"","221","login successful @success","e2e","Tue Dec 23 08:55:50 UTC 2025","failed","Tue Dec 23 08:55:50 UTC 2025","[E2E - LOGIN] :: Employee Management @regression","tests/e2e/login/login.e2e.test.js","",""
"","21","login with invalid email format @negative","api","Tue Dec 23 08:56:15 UTC 2025","failed","Tue Dec 23 08:56:15 UTC 2025","[API - LOGIN] :: Identity Service @regression > Input Validation - Missing Fields","tests/api/login/login.api.test.js","",""
"","212","login with missing password @negative","e2e","Tue Dec 23 08:56:05 UTC 2025","failed","Tue Dec 23 08:56:05 UTC 2025","[E2E - LOGIN] :: Employee Management @regression > Password Validation Errors @negative","tests/e2e/login/login.e2e.test.js","",""
"","220","login with an user with sql injection @negative","e2e","Tue Dec 23 08:56:05 UTC 2025","failed","Tue Dec 23 08:56:05 UTC 2025","[E2E - LOGIN] :: Employee Management @regression > Input Validation Errors @negative","tests/e2e/login/login.e2e.test.js","",""
"","24","login with null values @negative","api","Tue Dec 23 08:56:23 UTC 2025","failed","Tue Dec 23 08:56:23 UTC 2025","[API - LOGIN] :: Identity Service @regression > Input Validation - Missing Fields","tests/api/login/login.api.test.js","",""
"","21","login with empty data @negative","api","Tue Dec 23 08:56:18 UTC 2025","failed","Tue Dec 23 08:56:18 UTC 2025","[API - LOGIN] :: Identity Service @regression > Input Validation - Missing Fields","tests/api/login/login.api.test.js","",""
"","22","login with blank data @negative","api","Tue Dec 23 08:56:15 UTC 2025","failed","Tue Dec 23 08:56:15 UTC 2025","[API - LOGIN] :: Identity Service @regression > Input Validation - Missing Fields","tests/api/login/login.api.test.js","",""
"","21","login with unregistered email @negative","api","Tue Dec 23 08:56:29 UTC 2025","failed","Tue Dec 23 08:56:29 UTC 2025","[API - LOGIN] :: Identity Service @regression > Input Format Tests","tests/api/login/login.api.test.js","",""
"","22","get global auth token successfully @success","api","Tue Dec 23 08:56:13 UTC 2025","failed","Tue Dec 23 08:56:13 UTC 2025","[API - LOGIN] :: Identity Service @regression > Authentication","tests/api/login/login.api.test.js","",""
"","218","login with an unicode @negative","e2e","Tue Dec 23 08:56:01 UTC 2025","failed","Tue Dec 23 08:56:01 UTC 2025","[E2E - LOGIN] :: Employee Management @regression > Input Validation Errors @negative","tests/e2e/login/login.e2e.test.js","",""
"","21","login with empty object @negative","api","Tue Dec 23 08:56:21 UTC 2025","failed","Tue Dec 23 08:56:21 UTC 2025","[API - LOGIN] :: Identity Service @regression > Input Validation - Missing Fields","tests/api/login/login.api.test.js","",""
"","253","login with a long password @negative","e2e","Tue Dec 23 08:55:57 UTC 2025","failed","Tue Dec 23 08:55:58 UTC 2025","[E2E - LOGIN] :: Employee Management @regression > Invalid Credentials @negative","tests/e2e/login/login.e2e.test.js","",""
"","216","login with a password injection @negative","e2e","Tue Dec 23 08:55:54 UTC 2025","failed","Tue Dec 23 08:55:54 UTC 2025","[E2E - LOGIN] :: Employee Management @regression > Invalid Credentials @negative","tests/e2e/login/login.e2e.test.js","",""
