"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","208","login with a special chars @negative","e2e","Wed Feb 25 09:30:51 UTC 2026","failed","Wed Feb 25 09:30:51 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Invalid Credentials @negative","tests/e2e/login/login.e2e.test.js","",""
"","26","login with too long email @negative","api","Wed Feb 25 09:30:51 UTC 2026","failed","Wed Feb 25 09:30:51 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Format Tests","tests/api/login/login.api.test.js","",""
"","24","login with empty data @negative","api","Wed Feb 25 09:30:40 UTC 2026","failed","Wed Feb 25 09:30:40 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Validation - Missing Fields","tests/api/login/login.api.test.js","",""
"","22","login without password field @negative","api","Wed Feb 25 09:30:43 UTC 2026","failed","Wed Feb 25 09:30:43 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Validation - Missing Fields","tests/api/login/login.api.test.js","",""
"","23","login successfully @success","api","Wed Feb 25 09:30:34 UTC 2026","failed","Wed Feb 25 09:30:34 UTC 2026","[API - LOGIN] :: Identity Service @regression > Authentication","tests/api/login/login.api.test.js","",""
"","20","login with empty object @negative","api","Wed Feb 25 09:30:43 UTC 2026","failed","Wed Feb 25 09:30:43 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Validation - Missing Fields","tests/api/login/login.api.test.js","",""
"","213","login with a wrong password @negative","e2e","Wed Feb 25 09:30:47 UTC 2026","failed","Wed Feb 25 09:30:47 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Invalid Credentials @negative","tests/e2e/login/login.e2e.test.js","",""
"","208","login with an user with sql injection @negative","e2e","Wed Feb 25 09:30:58 UTC 2026","failed","Wed Feb 25 09:30:58 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Input Validation Errors @negative","tests/e2e/login/login.e2e.test.js","",""
"","24","login with invalid email format @negative","api","Wed Feb 25 09:30:37 UTC 2026","failed","Wed Feb 25 09:30:37 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Validation - Missing Fields","tests/api/login/login.api.test.js","",""
"","233","login with a long password @negative","e2e","Wed Feb 25 09:30:51 UTC 2026","failed","Wed Feb 25 09:30:51 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Invalid Credentials @negative","tests/e2e/login/login.e2e.test.js","",""
"","221","login with an unicode @negative","e2e","Wed Feb 25 09:30:54 UTC 2026","failed","Wed Feb 25 09:30:54 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Input Validation Errors @negative","tests/e2e/login/login.e2e.test.js","",""
"","177","login with SQL injection in password @negative","e2e","Wed Feb 25 09:31:01 UTC 2026","failed","Wed Feb 25 09:31:01 UTC 2026","[E2E - LOGIN] :: Employee Management @regression","tests/e2e/login/login.e2e.test.js","",""
"","27","login with custom invalid data @negative","api","Wed Feb 25 09:30:57 UTC 2026","failed","Wed Feb 25 09:30:57 UTC 2026","[API - LOGIN] :: Identity Service @regression > Credential Validation","tests/api/login/login.api.test.js","",""
"","21","login with special characters in email @negative","api","Wed Feb 25 09:30:46 UTC 2026","failed","Wed Feb 25 09:30:46 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Format Tests","tests/api/login/login.api.test.js","",""
"","21","get global auth token successfully @success","api","Wed Feb 25 09:30:34 UTC 2026","failed","Wed Feb 25 09:30:34 UTC 2026","[API - LOGIN] :: Identity Service @regression > Authentication","tests/api/login/login.api.test.js","",""
"","23","login with invalid credentials @negative","api","Wed Feb 25 09:30:54 UTC 2026","failed","Wed Feb 25 09:30:54 UTC 2026","[API - LOGIN] :: Identity Service @regression > Credential Validation","tests/api/login/login.api.test.js","",""
"","234","login with missing password @negative","e2e","Wed Feb 25 09:30:58 UTC 2026","failed","Wed Feb 25 09:30:58 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Password Validation Errors @negative","tests/e2e/login/login.e2e.test.js","",""
"","26","login with SQL injection in password @negative","api","Wed Feb 25 09:30:59 UTC 2026","failed","Wed Feb 25 09:30:59 UTC 2026","[API - LOGIN] :: Identity Service @regression > Security Tests","tests/api/login/login.api.test.js","",""
"","234","login with a password injection @negative","e2e","Wed Feb 25 09:30:47 UTC 2026","failed","Wed Feb 25 09:30:47 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Invalid Credentials @negative","tests/e2e/login/login.e2e.test.js","",""
"","21","login with correct email but wrong password @negative","api","Wed Feb 25 09:30:54 UTC 2026","failed","Wed Feb 25 09:30:54 UTC 2026","[API - LOGIN] :: Identity Service @regression > Credential Validation","tests/api/login/login.api.test.js","",""
