"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","20","login with empty data @negative","api","Wed Mar 04 09:07:09 UTC 2026","failed","Wed Mar 04 09:07:09 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Validation - Missing Fields","tests/api/login/login.api.test.js","",""
"","20","login with custom invalid data @negative","api","Wed Mar 04 09:07:24 UTC 2026","failed","Wed Mar 04 09:07:24 UTC 2026","[API - LOGIN] :: Identity Service @regression > Credential Validation","tests/api/login/login.api.test.js","",""
"","25","login without password field @negative","api","Wed Mar 04 09:07:12 UTC 2026","failed","Wed Mar 04 09:07:12 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Validation - Missing Fields","tests/api/login/login.api.test.js","",""
"","22","get global auth token successfully @success","api","Wed Mar 04 09:07:04 UTC 2026","failed","Wed Mar 04 09:07:04 UTC 2026","[API - LOGIN] :: Identity Service @regression > Authentication","tests/api/login/login.api.test.js","",""
"","20","login with special characters in email @negative","api","Wed Mar 04 09:07:14 UTC 2026","failed","Wed Mar 04 09:07:14 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Format Tests","tests/api/login/login.api.test.js","",""
"","23","login without email field @negative","api","Wed Mar 04 09:07:09 UTC 2026","failed","Wed Mar 04 09:07:09 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Validation - Missing Fields","tests/api/login/login.api.test.js","",""
"","22","login with SQL injection in email @negative","api","Wed Mar 04 09:07:24 UTC 2026","failed","Wed Mar 04 09:07:24 UTC 2026","[API - LOGIN] :: Identity Service @regression > Security Tests","tests/api/login/login.api.test.js","",""
"","222","login with missing password @negative","e2e","Wed Mar 04 09:07:33 UTC 2026","failed","Wed Mar 04 09:07:34 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Password Validation Errors @negative","tests/e2e/login/login.e2e.test.js","",""
"","22","login with invalid email format @negative","api","Wed Mar 04 09:07:07 UTC 2026","failed","Wed Mar 04 09:07:07 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Validation - Missing Fields","tests/api/login/login.api.test.js","",""
"","244","login with a special chars @negative","e2e","Wed Mar 04 09:07:26 UTC 2026","failed","Wed Mar 04 09:07:26 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Invalid Credentials @negative","tests/e2e/login/login.e2e.test.js","",""
"","186","login with SQL injection in password @negative","e2e","Wed Mar 04 09:07:37 UTC 2026","failed","Wed Mar 04 09:07:37 UTC 2026","[E2E - LOGIN] :: Employee Management @regression","tests/e2e/login/login.e2e.test.js","",""
"","23","login with unicode characters in email @negative","api","Wed Mar 04 09:07:17 UTC 2026","failed","Wed Mar 04 09:07:17 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Format Tests","tests/api/login/login.api.test.js","",""
"","20","login with very long password @negative","api","Wed Mar 04 09:07:27 UTC 2026","failed","Wed Mar 04 09:07:27 UTC 2026","[API - LOGIN] :: Identity Service @regression > Security Tests","tests/api/login/login.api.test.js","",""
"","21","login with too long email @negative","api","Wed Mar 04 09:07:19 UTC 2026","failed","Wed Mar 04 09:07:19 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Format Tests","tests/api/login/login.api.test.js","",""
"","255","login with an user with sql injection @negative","e2e","Wed Mar 04 09:07:33 UTC 2026","failed","Wed Mar 04 09:07:34 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Input Validation Errors @negative","tests/e2e/login/login.e2e.test.js","",""
"","293","login with random invalid credentials @negative","e2e","Wed Mar 04 09:07:17 UTC 2026","failed","Wed Mar 04 09:07:17 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Invalid Credentials @negative","tests/e2e/login/login.e2e.test.js","",""
"","22","login with empty object @negative","api","Wed Mar 04 09:07:12 UTC 2026","failed","Wed Mar 04 09:07:12 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Validation - Missing Fields","tests/api/login/login.api.test.js","",""
"","281","login with an invalid email @negative","e2e","Wed Mar 04 09:07:29 UTC 2026","failed","Wed Mar 04 09:07:30 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Input Validation Errors @negative","tests/e2e/login/login.e2e.test.js","",""
"","244","login with an unicode @negative","e2e","Wed Mar 04 09:07:30 UTC 2026","failed","Wed Mar 04 09:07:30 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Input Validation Errors @negative","tests/e2e/login/login.e2e.test.js","",""
"","23","login with blank data @negative","api","Wed Mar 04 09:07:07 UTC 2026","failed","Wed Mar 04 09:07:07 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Validation - Missing Fields","tests/api/login/login.api.test.js","",""
"","22","login with SQL injection in password @negative","api","Wed Mar 04 09:07:27 UTC 2026","failed","Wed Mar 04 09:07:27 UTC 2026","[API - LOGIN] :: Identity Service @regression > Security Tests","tests/api/login/login.api.test.js","",""
"","23","login with null values @negative","api","Wed Mar 04 09:07:14 UTC 2026","failed","Wed Mar 04 09:07:14 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Validation - Missing Fields","tests/api/login/login.api.test.js","",""
"","23","login with invalid credentials @negative","api","Wed Mar 04 09:07:22 UTC 2026","failed","Wed Mar 04 09:07:22 UTC 2026","[API - LOGIN] :: Identity Service @regression > Credential Validation","tests/api/login/login.api.test.js","",""
"","21","login with unregistered email @negative","api","Wed Mar 04 09:07:19 UTC 2026","failed","Wed Mar 04 09:07:19 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Format Tests","tests/api/login/login.api.test.js","",""
"","287","login with a password injection @negative","e2e","Wed Mar 04 09:07:22 UTC 2026","failed","Wed Mar 04 09:07:22 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Invalid Credentials @negative","tests/e2e/login/login.e2e.test.js","",""
"","20","login with correct email but wrong password @negative","api","Wed Mar 04 09:07:22 UTC 2026","failed","Wed Mar 04 09:07:22 UTC 2026","[API - LOGIN] :: Identity Service @regression > Credential Validation","tests/api/login/login.api.test.js","",""
"","21","login successfully @success","api","Wed Mar 04 09:07:04 UTC 2026","failed","Wed Mar 04 09:07:05 UTC 2026","[API - LOGIN] :: Identity Service @regression > Authentication","tests/api/login/login.api.test.js","",""
"","298","login successful @success","e2e","Wed Mar 04 09:07:17 UTC 2026","failed","Wed Mar 04 09:07:17 UTC 2026","[E2E - LOGIN] :: Employee Management @regression","tests/e2e/login/login.e2e.test.js","",""
"","19","login with too short email @negative","api","Wed Mar 04 09:07:17 UTC 2026","failed","Wed Mar 04 09:07:17 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Format Tests","tests/api/login/login.api.test.js","",""
"","260","login with a long password @negative","e2e","Wed Mar 04 09:07:26 UTC 2026","failed","Wed Mar 04 09:07:26 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Invalid Credentials @negative","tests/e2e/login/login.e2e.test.js","",""
"","272","login with a wrong password @negative","e2e","Wed Mar 04 09:07:22 UTC 2026","failed","Wed Mar 04 09:07:22 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Invalid Credentials @negative","tests/e2e/login/login.e2e.test.js","",""
