"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","22","login with empty data @negative","api","Mon Feb 02 09:12:22 UTC 2026","failed","Mon Feb 02 09:12:22 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Validation - Missing Fields","tests/api/login/login.api.test.js","",""
"","27","login with correct email but wrong password @negative","api","Mon Feb 02 09:12:35 UTC 2026","failed","Mon Feb 02 09:12:35 UTC 2026","[API - LOGIN] :: Identity Service @regression > Credential Validation","tests/api/login/login.api.test.js","",""
"","21","login with invalid email format @negative","api","Mon Feb 02 09:12:19 UTC 2026","failed","Mon Feb 02 09:12:19 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Validation - Missing Fields","tests/api/login/login.api.test.js","",""
"","172","login with SQL injection in password @negative","e2e","Mon Feb 02 09:12:39 UTC 2026","failed","Mon Feb 02 09:12:40 UTC 2026","[E2E - LOGIN] :: Employee Management @regression","tests/e2e/login/login.e2e.test.js","",""
"","20","login with SQL injection in password @negative","api","Mon Feb 02 09:12:41 UTC 2026","failed","Mon Feb 02 09:12:41 UTC 2026","[API - LOGIN] :: Identity Service @regression > Security Tests","tests/api/login/login.api.test.js","",""
"","225","login with a special chars @negative","e2e","Mon Feb 02 09:12:29 UTC 2026","failed","Mon Feb 02 09:12:29 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Invalid Credentials @negative","tests/e2e/login/login.e2e.test.js","",""
"","221","login with a long password @negative","e2e","Mon Feb 02 09:12:29 UTC 2026","failed","Mon Feb 02 09:12:29 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Invalid Credentials @negative","tests/e2e/login/login.e2e.test.js","",""
"","22","login without email field @negative","api","Mon Feb 02 09:12:22 UTC 2026","failed","Mon Feb 02 09:12:22 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Validation - Missing Fields","tests/api/login/login.api.test.js","",""
"","22","login with empty object @negative","api","Mon Feb 02 09:12:24 UTC 2026","failed","Mon Feb 02 09:12:24 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Validation - Missing Fields","tests/api/login/login.api.test.js","",""
"","225","login with an user with sql injection @negative","e2e","Mon Feb 02 09:12:36 UTC 2026","failed","Mon Feb 02 09:12:36 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Input Validation Errors @negative","tests/e2e/login/login.e2e.test.js","",""
"","227","login with a password injection @negative","e2e","Mon Feb 02 09:12:25 UTC 2026","failed","Mon Feb 02 09:12:25 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Invalid Credentials @negative","tests/e2e/login/login.e2e.test.js","",""
"","253","login successful @success","e2e","Mon Feb 02 09:12:21 UTC 2026","failed","Mon Feb 02 09:12:22 UTC 2026","[E2E - LOGIN] :: Employee Management @regression","tests/e2e/login/login.e2e.test.js","",""
"","28","login with SQL injection in email @negative","api","Mon Feb 02 09:12:38 UTC 2026","failed","Mon Feb 02 09:12:38 UTC 2026","[API - LOGIN] :: Identity Service @regression > Security Tests","tests/api/login/login.api.test.js","",""
"","23","login with unicode characters in email @negative","api","Mon Feb 02 09:12:30 UTC 2026","failed","Mon Feb 02 09:12:30 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Format Tests","tests/api/login/login.api.test.js","",""
"","20","login with too short email @negative","api","Mon Feb 02 09:12:30 UTC 2026","failed","Mon Feb 02 09:12:30 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Format Tests","tests/api/login/login.api.test.js","",""
"","22","login with custom invalid data @negative","api","Mon Feb 02 09:12:38 UTC 2026","failed","Mon Feb 02 09:12:38 UTC 2026","[API - LOGIN] :: Identity Service @regression > Credential Validation","tests/api/login/login.api.test.js","",""
"","24","get global auth token successfully @success","api","Mon Feb 02 09:12:16 UTC 2026","failed","Mon Feb 02 09:12:16 UTC 2026","[API - LOGIN] :: Identity Service @regression > Authentication","tests/api/login/login.api.test.js","",""
"","22","login without password field @negative","api","Mon Feb 02 09:12:24 UTC 2026","failed","Mon Feb 02 09:12:24 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Validation - Missing Fields","tests/api/login/login.api.test.js","",""
"","22","login with null values @negative","api","Mon Feb 02 09:12:27 UTC 2026","failed","Mon Feb 02 09:12:27 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Validation - Missing Fields","tests/api/login/login.api.test.js","",""
"","22","login with very long password @negative","api","Mon Feb 02 09:12:41 UTC 2026","failed","Mon Feb 02 09:12:41 UTC 2026","[API - LOGIN] :: Identity Service @regression > Security Tests","tests/api/login/login.api.test.js","",""
"","289","login with random invalid credentials @negative","e2e","Mon Feb 02 09:12:21 UTC 2026","failed","Mon Feb 02 09:12:22 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Invalid Credentials @negative","tests/e2e/login/login.e2e.test.js","",""
"","218","login with an invalid email @negative","e2e","Mon Feb 02 09:12:32 UTC 2026","failed","Mon Feb 02 09:12:33 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Input Validation Errors @negative","tests/e2e/login/login.e2e.test.js","",""
"","222","login with a wrong password @negative","e2e","Mon Feb 02 09:12:25 UTC 2026","failed","Mon Feb 02 09:12:25 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Invalid Credentials @negative","tests/e2e/login/login.e2e.test.js","",""
