"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","222","login with a password injection @negative","e2e","Thu Jan 22 09:01:14 UTC 2026","failed","Thu Jan 22 09:01:14 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Invalid Credentials @negative","tests/e2e/login/login.e2e.test.js","",""
"","228","login successful @success","e2e","Thu Jan 22 09:01:10 UTC 2026","failed","Thu Jan 22 09:01:10 UTC 2026","[E2E - LOGIN] :: Employee Management @regression","tests/e2e/login/login.e2e.test.js","",""
"","18","login with special characters in email @negative","api","Thu Jan 22 09:01:16 UTC 2026","failed","Thu Jan 22 09:01:16 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Format Tests","tests/api/login/login.api.test.js","",""
"","219","login with a special chars @negative","e2e","Thu Jan 22 09:01:17 UTC 2026","failed","Thu Jan 22 09:01:18 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Invalid Credentials @negative","tests/e2e/login/login.e2e.test.js","",""
"","20","login with very long password @negative","api","Thu Jan 22 09:01:29 UTC 2026","failed","Thu Jan 22 09:01:29 UTC 2026","[API - LOGIN] :: Identity Service @regression > Security Tests","tests/api/login/login.api.test.js","",""
"","238","login with an invalid email @negative","e2e","Thu Jan 22 09:01:21 UTC 2026","failed","Thu Jan 22 09:01:21 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Input Validation Errors @negative","tests/e2e/login/login.e2e.test.js","",""
"","227","login with an unicode @negative","e2e","Thu Jan 22 09:01:21 UTC 2026","failed","Thu Jan 22 09:01:21 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Input Validation Errors @negative","tests/e2e/login/login.e2e.test.js","",""
"","27","login with too short email @negative","api","Thu Jan 22 09:01:18 UTC 2026","failed","Thu Jan 22 09:01:18 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Format Tests","tests/api/login/login.api.test.js","",""
"","22","login with blank data @negative","api","Thu Jan 22 09:01:08 UTC 2026","failed","Thu Jan 22 09:01:08 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Validation - Missing Fields","tests/api/login/login.api.test.js","",""
"","217","login with missing password @negative","e2e","Thu Jan 22 09:01:25 UTC 2026","failed","Thu Jan 22 09:01:25 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Password Validation Errors @negative","tests/e2e/login/login.e2e.test.js","",""
"","21","login with empty data @negative","api","Thu Jan 22 09:01:11 UTC 2026","failed","Thu Jan 22 09:01:11 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Validation - Missing Fields","tests/api/login/login.api.test.js","",""
"","26","login with invalid credentials @negative","api","Thu Jan 22 09:01:24 UTC 2026","failed","Thu Jan 22 09:01:24 UTC 2026","[API - LOGIN] :: Identity Service @regression > Credential Validation","tests/api/login/login.api.test.js","",""
"","22","login with too long email @negative","api","Thu Jan 22 09:01:21 UTC 2026","failed","Thu Jan 22 09:01:21 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Format Tests","tests/api/login/login.api.test.js","",""
"","22","login with unregistered email @negative","api","Thu Jan 22 09:01:21 UTC 2026","failed","Thu Jan 22 09:01:21 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Format Tests","tests/api/login/login.api.test.js","",""
"","222","login with a long password @negative","e2e","Thu Jan 22 09:01:17 UTC 2026","failed","Thu Jan 22 09:01:17 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Invalid Credentials @negative","tests/e2e/login/login.e2e.test.js","",""
"","23","login without password field @negative","api","Thu Jan 22 09:01:13 UTC 2026","failed","Thu Jan 22 09:01:13 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Validation - Missing Fields","tests/api/login/login.api.test.js","",""
"","229","login with a wrong password @negative","e2e","Thu Jan 22 09:01:14 UTC 2026","failed","Thu Jan 22 09:01:14 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Invalid Credentials @negative","tests/e2e/login/login.e2e.test.js","",""
"","22","login with empty object @negative","api","Thu Jan 22 09:01:13 UTC 2026","failed","Thu Jan 22 09:01:13 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Validation - Missing Fields","tests/api/login/login.api.test.js","",""
"","22","login without email field @negative","api","Thu Jan 22 09:01:11 UTC 2026","failed","Thu Jan 22 09:01:11 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Validation - Missing Fields","tests/api/login/login.api.test.js","",""
"","21","login with null values @negative","api","Thu Jan 22 09:01:16 UTC 2026","failed","Thu Jan 22 09:01:16 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Validation - Missing Fields","tests/api/login/login.api.test.js","",""
"","21","get global auth token successfully @success","api","Thu Jan 22 09:01:05 UTC 2026","failed","Thu Jan 22 09:01:05 UTC 2026","[API - LOGIN] :: Identity Service @regression > Authentication","tests/api/login/login.api.test.js","",""
"","21","login with SQL injection in password @negative","api","Thu Jan 22 09:01:29 UTC 2026","failed","Thu Jan 22 09:01:29 UTC 2026","[API - LOGIN] :: Identity Service @regression > Security Tests","tests/api/login/login.api.test.js","",""
"","226","login with an user with sql injection @negative","e2e","Thu Jan 22 09:01:25 UTC 2026","failed","Thu Jan 22 09:01:25 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Input Validation Errors @negative","tests/e2e/login/login.e2e.test.js","",""
"","23","login successfully @success","api","Thu Jan 22 09:01:05 UTC 2026","failed","Thu Jan 22 09:01:05 UTC 2026","[API - LOGIN] :: Identity Service @regression > Authentication","tests/api/login/login.api.test.js","",""
"","21","login with unicode characters in email @negative","api","Thu Jan 22 09:01:18 UTC 2026","failed","Thu Jan 22 09:01:18 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Format Tests","tests/api/login/login.api.test.js","",""
"","26","login with SQL injection in email @negative","api","Thu Jan 22 09:01:26 UTC 2026","failed","Thu Jan 22 09:01:27 UTC 2026","[API - LOGIN] :: Identity Service @regression > Security Tests","tests/api/login/login.api.test.js","",""
"","23","login with invalid email format @negative","api","Thu Jan 22 09:01:08 UTC 2026","failed","Thu Jan 22 09:01:08 UTC 2026","[API - LOGIN] :: Identity Service @regression > Input Validation - Missing Fields","tests/api/login/login.api.test.js","",""
"","228","login with random invalid credentials @negative","e2e","Thu Jan 22 09:01:10 UTC 2026","failed","Thu Jan 22 09:01:10 UTC 2026","[E2E - LOGIN] :: Employee Management @regression > Invalid Credentials @negative","tests/e2e/login/login.e2e.test.js","",""
"","22","login with custom invalid data @negative","api","Thu Jan 22 09:01:26 UTC 2026","failed","Thu Jan 22 09:01:27 UTC 2026","[API - LOGIN] :: Identity Service @regression > Credential Validation","tests/api/login/login.api.test.js","",""
"","21","login with correct email but wrong password @negative","api","Thu Jan 22 09:01:24 UTC 2026","failed","Thu Jan 22 09:01:24 UTC 2026","[API - LOGIN] :: Identity Service @regression > Credential Validation","tests/api/login/login.api.test.js","",""
"","179","login with SQL injection in password @negative","e2e","Thu Jan 22 09:01:28 UTC 2026","failed","Thu Jan 22 09:01:28 UTC 2026","[E2E - LOGIN] :: Employee Management @regression","tests/e2e/login/login.e2e.test.js","",""
